sample_id,group_id,video_path,question,option_a,option_b,option_c,option_d,visual_required,temporal_required,traffic_knowledge_required,mixed_or_ambiguous,primary_label,annotator_note
train_0318,f99f0704_525_clip_015_0108_0117_Y,/workspace/RoadBuddy/data/train/videos/f99f0704_525_clip_015_0108_0117_Y.mp4,Các biển báo tại trạm thu phí trong video có ý nghĩa gì?,Báo hiệu khu vực trạm thu phí ETC,"Báo hiệu đường cấm xe tải lưu thông, yêu cầu giữ khoảng cách 10 mét.","Báo hiệu khu vực có công trường đang thi công, yêu cầu xe đi chậm.",Báo hiệu khu vực dừng nghỉ cho xe ET,,,,,,
train_0319,f99f0704_525_clip_015_0108_0117_Y,/workspace/RoadBuddy/data/train/videos/f99f0704_525_clip_015_0108_0117_Y.mp4,"Theo như các biển báo trong video thì xe được phép dừng từ 10 phút trở lên, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0357,f3ea0184_277_clip_005_0029_0036_Y,/workspace/RoadBuddy/data/train/videos/f3ea0184_277_clip_005_0029_0036_Y.mp4,"Biển báo cấm xuất hiện đầu tiên phía tay trái trong video mang ý nghĩa cấm dừng và đỗ xe, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0358,f3ea0184_277_clip_005_0029_0036_Y,/workspace/RoadBuddy/data/train/videos/f3ea0184_277_clip_005_0029_0036_Y.mp4,Biển báo cấm xuất hiện đầu tiên phía tay trái trong video mang ý nghĩa gì?,Cấm đi ngược chiều,Đường cấm,Cấm dừng và đỗ xe,Không có đáp án đúng,,,,,,
train_0359,f3ea0184_277_clip_005_0029_0036_Y,/workspace/RoadBuddy/data/train/videos/f3ea0184_277_clip_005_0029_0036_Y.mp4,Trong video xuất hiện những loại biển báo nào? Chọn đáp án đúng và đầy đủ nhất.,"Cấm xe tải, cấm dừng đỗ, cấm xe hai và ba bánh, giữ khoảng cách an toàn, giới hạn chiều cao","Cấm xe tải, cấm đỗ xe, cấm xe hai và ba bánh, giữ khoảng cách an toàn, giới hạn chiều cao","Cấm xe tải, cấm dừng đỗ, cấm xe hai và ba bánh, giảm tốc độ, giới hạn chiều cao","Cấm xe tải, cấm dừng đỗ, cấm xe hai và ba bánh, giữ khoảng cách an toàn, giới hạn chiều rộng",,,,,,
train_0364,5e187b24_277_clip_011_0068_0077_N,/workspace/RoadBuddy/data/train/videos/5e187b24_277_clip_011_0068_0077_N.mp4,"Trong video này, theo biển chỉ dẫn thì hướng đi đường Lê Khả Phiêu là đi theo hướng nào?",Đi thẳng,Rẽ trái,Rẽ phải,Đi thẳng và rẽ trái,,,,,,
train_0365,5e187b24_277_clip_011_0068_0077_N,/workspace/RoadBuddy/data/train/videos/5e187b24_277_clip_011_0068_0077_N.mp4,"Trong video này, phương tiện cần rẽ trái để đến đường Huỳnh Tấn Phát là đúng hay sai?",Đúng,Sai,,,,,,,,
train_0371,b2c08394_277_clip_019_0132_0140_Y,/workspace/RoadBuddy/data/train/videos/b2c08394_277_clip_019_0132_0140_Y.mp4,Phương tiện nào bị cấm di chuyển trên làn xe đang chạy?,Xe 2 bánh và xe 3 bánh,Xe ô tô,Xe tải và xe đầu kéo,Xe buýt,,,,,,
train_0372,b2c08394_277_clip_019_0132_0140_Y,/workspace/RoadBuddy/data/train/videos/b2c08394_277_clip_019_0132_0140_Y.mp4,"Trên làn đường hiện tại, xe ô tô có được chạy với tốc độ 60km/h không?",Có,Không,,,,,,,,
train_0373,d4ef00aa_277_clip_024_0170_0180_Y,/workspace/RoadBuddy/data/train/videos/d4ef00aa_277_clip_024_0170_0180_Y.mp4,"Biển báo cấm trong video bên phải làn xe chạy có ý nghĩa cấm đi ngược chiều, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0374,d4ef00aa_277_clip_024_0170_0180_Y,/workspace/RoadBuddy/data/train/videos/d4ef00aa_277_clip_024_0170_0180_Y.mp4,Biển báo cấm trong video bên phải làn xe chạy có ý nghĩa gì?,Cấm dừng và đỗ xe,Cấm đỗ xe,Cấm đi ngược chiều,Cấm quay đầu xe,,,,,,
train_0378,752a7d25_462_clip_003_0015_0021_Y,/workspace/RoadBuddy/data/train/videos/752a7d25_462_clip_003_0015_0021_Y.mp4,Xe mô tô được phép đi hướng nào kể cả khi đèn đỏ trong video?,Đi thẳng,Rẽ phải,Rẽ trái,Không được đi bắt kỳ hướng nào,,,,,,
train_0379,752a7d25_462_clip_003_0015_0021_Y,/workspace/RoadBuddy/data/train/videos/752a7d25_462_clip_003_0015_0021_Y.mp4,"Trong video, biển báo cấm nào xuất hiện",Cấm đi ngược chiều,Cấm rẽ phải,Cấm rẽ trái,Không có biển báo cấm nào,,,,,,
train_0380,88476c56_462_clip_008_0053_0062_Y,/workspace/RoadBuddy/data/train/videos/88476c56_462_clip_008_0053_0062_Y.mp4,Các phương tiện có được phép trái khi đèn xanh không?,Có,Không,,,,,,,,
train_0381,88476c56_462_clip_008_0053_0062_Y,/workspace/RoadBuddy/data/train/videos/88476c56_462_clip_008_0053_0062_Y.mp4,Biển báo cấm bên trái làn xe chạy trong video có ý nghĩa gì?,Cấm rẽ trái,Cấm rẽ phải,Cấm quay đầu xe,Cấm đi ngược chiều,,,,,,
train_0385,2e8d0e87_462_clip_019_0150_0157_Y,/workspace/RoadBuddy/data/train/videos/2e8d0e87_462_clip_019_0150_0157_Y.mp4,Trong video có biển báo cấm không?,Có,Không,,,,,,,,
train_0404,30ec2796_094_clip_011_0075_0081_N,/workspace/RoadBuddy/data/train/videos/30ec2796_094_clip_011_0075_0081_N.mp4,Biển báo chỉ dẫn bên phải làn xe chạy trong video có ý nghĩa gì?,300 m nữa sẽ đến trạm xăng,300 m nữa có trạm sửa chữa xe,300 m nữa có khu vực nghỉ ngơi,300 m nữa có bãi đỗ xe,,,,,,
train_0405,30ec2796_094_clip_011_0075_0081_N,/workspace/RoadBuddy/data/train/videos/30ec2796_094_clip_011_0075_0081_N.mp4,Mấy trăm mét nữa sẽ đến trạm xăng?,1km,200m,200m,Không có thông tin,,,,,,
train_0442,6f7c15ea_182_clip_005_0032_0040_Y,/workspace/RoadBuddy/data/train/videos/6f7c15ea_182_clip_005_0032_0040_Y.mp4,Hướng cầu Tân Thuận là hướng nào?,Đi thẳng,Rẽ trái,Quay đầu và rẽ phải,Quay đầu và rẽ trái,,,,,,
train_0443,6f7c15ea_182_clip_005_0032_0040_Y,/workspace/RoadBuddy/data/train/videos/6f7c15ea_182_clip_005_0032_0040_Y.mp4,Hướng cầu Tân Thuận là hướng đi thẳng. Đúng hay sai?,Đúng,Sai,,,,,,,,
train_0450,dc98d2c1_182_clip_024_0171_0179_Y,/workspace/RoadBuddy/data/train/videos/dc98d2c1_182_clip_024_0171_0179_Y.mp4,"Trong video này, có 2 biển báo xuất hiện, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0451,dc98d2c1_182_clip_024_0171_0179_Y,/workspace/RoadBuddy/data/train/videos/dc98d2c1_182_clip_024_0171_0179_Y.mp4,"Trong video này, có những loại biển báo nào?","Biển báo nguy hiểm, biển hiệu lệnh","Biển báo nguy hiểm, biển báo cấm","Biển báo nguy hiểm, biển hiệu lệnh, biển báo cấm","Biển báo nguy hiểm, biển hiệu lệnh, biển báo cấm, biển báo phụ",,,,,,
train_0463,b49e04cc_307_clip_005_0030_0036_N,/workspace/RoadBuddy/data/train/videos/b49e04cc_307_clip_005_0030_0036_N.mp4,Trong video có xuất hiện biển báo hiệu lệnh không?,Có,Không,,,,,,,,
train_0464,b49e04cc_307_clip_005_0030_0036_N,/workspace/RoadBuddy/data/train/videos/b49e04cc_307_clip_005_0030_0036_N.mp4,"Trong video này, tài xế có được phép điều khiển phương tiện của mình tạt vào phía bên phải vạch kẻ đường ngoài cùng để dừng hoặc đỗ xe hay không?",Được phép vì khu vực đó là lề đường.,Được phép dừng nhưng không được đỗ xe.,Được phép nếu có sự cố khẩn cấp.,Không được phép vì đây là dải phân cách hoặc mép đường có vỉa ngăn cách và không phải làn dừng khẩn cấp.,,,,,,
train_0476,ea83bf00_193_clip_005_0033_0042_Y,/workspace/RoadBuddy/data/train/videos/ea83bf00_193_clip_005_0033_0042_Y.mp4,"Trong video này, tài xế có thể thực hiện hành động vượt chiếc xe ô tô trắng đang đi phía trước bằng cách chuyển làn không?","Được phép nếu đảm bảo an toàn, bật xi nhan và tốc độ cho phép.",Không được phép vì đang có nhiều xe máy đi phía trướ,Không được phép vì vạch kẻ đường liên tụ,Được phép nhưng chỉ khi đi sát vỉa hè.,,,,,,
train_0477,ea83bf00_193_clip_005_0033_0042_Y,/workspace/RoadBuddy/data/train/videos/ea83bf00_193_clip_005_0033_0042_Y.mp4,"Trong video này, người lái xe có thể nhận thấy biển báo cảnh báo công trường đang thi công được đặt ở lề đường bên phải, đúng không?",Đúng,Sai,,,,,,,,
train_0478,ea83bf00_193_clip_005_0033_0042_Y,/workspace/RoadBuddy/data/train/videos/ea83bf00_193_clip_005_0033_0042_Y.mp4,"Trong video này, người lái xe có thể nhận thấy biển báo cảnh báo nào được đặt ở lề đường bên phải?",Biển báo công trường đang thi công.,Biển báo giao nhau với đường không ưu tiên.,Biển báo đường người đi bộ cắt ngang,Biển báo đi chậm.,,,,,,
train_0485,7bb38605_447_clip_005_0027_0032_N,/workspace/RoadBuddy/data/train/videos/7bb38605_447_clip_005_0027_0032_N.mp4,Biển báo nào xuất hiện đầu tiên trong video?,Biển chỉ dẫn đi thẳng,Biển cấm rẽ trái,Biển cấm quay đầu,Biển cấm vượt,,,,,,
train_0486,7bb38605_447_clip_005_0027_0032_N,/workspace/RoadBuddy/data/train/videos/7bb38605_447_clip_005_0027_0032_N.mp4,"Trong video, xe con có thể chuyển làn vào làn bên phải không?",Có,Không,,,,,,,,
train_0490,d11fc8c0_447_clip_008_0046_0060_N,/workspace/RoadBuddy/data/train/videos/d11fc8c0_447_clip_008_0046_0060_N.mp4,Biển cấm được đặt phía dưới trong video là biển gì?,Biển cấm xe tải,Biển cấm quay đầu,Biển cấm rẽ trái,Biển cấm dừng đỗ,,,,,,
train_0491,d11fc8c0_447_clip_008_0046_0060_N,/workspace/RoadBuddy/data/train/videos/d11fc8c0_447_clip_008_0046_0060_N.mp4,"Biển cấm được đặt phía dưới trong video là biển cấm xe tải, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0499,70b7e868_447_clip_006_0039_0045_N,/workspace/RoadBuddy/data/train/videos/70b7e868_447_clip_006_0039_0045_N.mp4,Trong video có xuất hiện biển báo hiệu lệnh không?,Có,Không,,,,,,,,
train_0502,2999bbef_447_clip_002_0007_0013_N,/workspace/RoadBuddy/data/train/videos/2999bbef_447_clip_002_0007_0013_N.mp4,"Theo nội dung biển chỉ dẫn trong video, nếu xe con muỗn rẽ trái ở nút giao tiếp theo thì xe phải chuyển sang làn bên trái đúng không?",Đúng,Sai,,,,,,,,
train_0503,2999bbef_447_clip_002_0007_0013_N,/workspace/RoadBuddy/data/train/videos/2999bbef_447_clip_002_0007_0013_N.mp4,Nội dung của nhóm biển cấm và biển báo phụ trong video là gì?,"Cấm đỗ xe ngày chẵn trong khung giờ 6:00 - 9:00, 16:00 - 19:00 ; Cấm đỗ xe ngày lẻ trong khung giờ 9:00 - 16:00, 19:00 - 6:00","Cấm dừng đỗ xe trong khung giờ 6:00 - 9:00, 16:00 - 19:00 ; Cấm đỗ xe trong khung giờ 9:00 - 16:00, 19:00 - 6:00","Cấm đỗ xe trong khung giờ 6:00 - 9:00, 16:00 - 19:00 ; Cấm dừng đỗ xe trong khung giờ 9:00 - 16:00, 19:00 - 6:00","Cấm đỗ xe ngày lẻ trong khung giờ 6:00 - 9:00, 16:00 - 19:00 ; Cấm đỗ xe ngày lẻ trong khung giờ 9:00 - 16:00, 19:00 - 6:00",,,,,,
train_0518,0ad45230_447_clip_006_0031_0037_N,/workspace/RoadBuddy/data/train/videos/0ad45230_447_clip_006_0031_0037_N.mp4,"Trong video này, để thực hiện việc chuyển sang làn bên phải, quy trình nào sau đây là đúng luật và đảm bảo an toàn nhất?",Bật tín hiệu báo rẽ phải ngay lập tức rồi mới quan sát các xe phía sau.,"Quan sát gương chiếu hậu, kiểm tra điểm mù, bật tín hiệu rồi mới chuyển làn.",Tăng tốc vượt lên phía trước rồi nhanh chóng chuyển sang làn phải.,Đánh lái từ từ sang phải để các phương tiện khác chủ động tránh.,,,,,,
train_0519,0ad45230_447_clip_006_0031_0037_N,/workspace/RoadBuddy/data/train/videos/0ad45230_447_clip_006_0031_0037_N.mp4,"Trong video này, người lái xe có được phép điều khiển phương tiện đi vào làn đường có cắm biển báo hình tròn màu đỏ phía trước không?",Có,Không,,,,,,,,
train_0520,0ad45230_447_clip_006_0031_0037_N,/workspace/RoadBuddy/data/train/videos/0ad45230_447_clip_006_0031_0037_N.mp4,"Trong video này, khi tiến đến gần vạch kẻ đường dành cho người đi bộ, người lái xe phải thực hiện hành động ưu tiên nào sau đây?",Tăng tốc độ để nhanh chóng đi qua trước khi có người sang đường.,"Giảm tốc độ, quan sát và sẵn sàng dừng lại nhường đường.",Bấm còi liên tục để cảnh báo người đi bộ không được qua đường.,Giữ nguyên tốc độ và chỉ dừng lại khi có người đã đi vào lòng đường.,,,,,,
train_0528,87f255d6_447_clip_004_0021_0030_N,/workspace/RoadBuddy/data/train/videos/87f255d6_447_clip_004_0021_0030_N.mp4,"Trong video, tại nút giao tiếp theo, xe hơi chỉ được đi thẳng hoặc rẽ trái đúng không?",Đúng,Sai,,,,,,,,
train_0529,87f255d6_447_clip_004_0021_0030_N,/workspace/RoadBuddy/data/train/videos/87f255d6_447_clip_004_0021_0030_N.mp4,"Trong video, biển báo nào sau đây đã xuất hiện?",Biển cấm ô tô rẽ trái và quay đầu xe,Biển cấm đỗ xe,Biển cấm xe tải,Biển cấm đi ngược chiều,,,,,,
train_0530,5a057c11_447_clip_002_0010_0017_N,/workspace/RoadBuddy/data/train/videos/5a057c11_447_clip_002_0010_0017_N.mp4,"Trong video, xe buýt có được rẽ trái trong khoảng thời gian bị cấm không?",Có,Không,,,,,,,,
train_0531,5a057c11_447_clip_002_0010_0017_N,/workspace/RoadBuddy/data/train/videos/5a057c11_447_clip_002_0010_0017_N.mp4,"Trong video, biển cấm xe khách rẽ trái và quay đầu xe áp dụng trong khung giờ nào?",Từ 6 giờ đến 22 giờ,Từ 7 giờ đến 21 giờ,Từ 5 giờ đến 23 giờ,Từ 5 giờ đến 20 giờ,,,,,,
train_0587,e6b5a92c_033_clip_007_0043_0050_N,/workspace/RoadBuddy/data/train/videos/e6b5a92c_033_clip_007_0043_0050_N.mp4,Nếu xe con trong video muốn rẽ phải ở giao lộ tiếp theo thì có cần chuyển sang làn bên phải không?,Có,Không,,,,,,,,
train_0588,e6b5a92c_033_clip_007_0043_0050_N,/workspace/RoadBuddy/data/train/videos/e6b5a92c_033_clip_007_0043_0050_N.mp4,"Trong video, làn nào cho phép xe con rẽ phải ở làn tiếp theo?",Làn ở giữ,Làn ở giữ,"Làn bên trái, làn bên phải",Chỉ có làn ở bên phải,,,,,,
train_0604,4ccc9bc2_033_clip_003_0014_0021_N,/workspace/RoadBuddy/data/train/videos/4ccc9bc2_033_clip_003_0014_0021_N.mp4,"Trong video, có các loại biển báo cấm nào?",Cấm xe sơ-mi rơ-moóc,Cấm xe sơ-mi rơ-moó,Cấm xe sơ-mi rơ-moó,Cấm xe sơ-mi rơ-moó,,,,,,
train_0605,4ccc9bc2_033_clip_003_0014_0021_N,/workspace/RoadBuddy/data/train/videos/4ccc9bc2_033_clip_003_0014_0021_N.mp4,"Trong video, bảng chỉ dẫn 3 hướng giao thông chính, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0606,4ccc9bc2_033_clip_003_0014_0021_N,/workspace/RoadBuddy/data/train/videos/4ccc9bc2_033_clip_003_0014_0021_N.mp4,"Trong video, phương tiện nào bị cấm lưu thông?",Xe tải,Xe kéo rơ-moóc,Xe khách,Xe sơ-mi rơ-moóc,,,,,,
train_0613,aff8754d_442_clip_006_0036_0046_N,/workspace/RoadBuddy/data/train/videos/aff8754d_442_clip_006_0036_0046_N.mp4,"Trong video, làn đường xe đang chạy có thể rẽ trái không?",Có,Không,,,,,,,,
train_0614,aff8754d_442_clip_006_0036_0046_N,/workspace/RoadBuddy/data/train/videos/aff8754d_442_clip_006_0036_0046_N.mp4,"Trong video, tại ngã ba có bao nhiêu nhóm biển báo?",2,3,4,5,,,,,,
train_0615,aff8754d_442_clip_006_0036_0046_N,/workspace/RoadBuddy/data/train/videos/aff8754d_442_clip_006_0036_0046_N.mp4,Nội dung của 2 biển báo cấm và nguy hiểm trong video là gì?,"Cấm đỗ xe, giao nhau với đường hai chiều","Cấm đỗ xe, đường hai chiều","Cấm dừng đỗ xe, giao nhau với đường hai chiều","Cấm dừng đỗ xe, đường hai chiều",,,,,,
train_0625,4f76e388_442_clip_002_0007_0016_N,/workspace/RoadBuddy/data/train/videos/4f76e388_442_clip_002_0007_0016_N.mp4,"Trong video, biển báo dành cho đoạn đường xe đang chạy đúng không?",Đúng,Sai,,,,,,,,
train_0626,4f76e388_442_clip_002_0007_0016_N,/workspace/RoadBuddy/data/train/videos/4f76e388_442_clip_002_0007_0016_N.mp4,Biển báo xuất hiện trong video thuộc nhóm biển báo gì?,Biển hiệu lệnh,Biển báo nguy hiểm,Biển báo cấm,Biển chỉ dẫn,,,,,,
train_0644,343ada2a_442_clip_008_0055_0060_N,/workspace/RoadBuddy/data/train/videos/343ada2a_442_clip_008_0055_0060_N.mp4,"Trong video, 2 biển báo trên dài phân cách có ý nghĩa gì?",Cấm đi ngược chiều,"Cấm đi ngược chiều, hướng phải đi vòng sang phải","Cấm đi ngược chiều, hướng phải đi vòng sang phải, và quay đầu","Cấm đi ngược chiều, làn rẽ phải, và quay đầu",,,,,,
train_0645,343ada2a_442_clip_008_0055_0060_N,/workspace/RoadBuddy/data/train/videos/343ada2a_442_clip_008_0055_0060_N.mp4,"Trong video, loại biển báo nào không xuất hiện?",Biển cấm,Biển chỉ dẫn,Biển hiệu lệnh,Biển báo phụ,,,,,,
train_0646,343ada2a_442_clip_008_0055_0060_N,/workspace/RoadBuddy/data/train/videos/343ada2a_442_clip_008_0055_0060_N.mp4,"Trong video, biển hiệu lệnh cho riêng phương tiện ô tô theo hướng phải đi vòng sang phải, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0674,ceb81f9d_129_clip_001_0000_0006_N,/workspace/RoadBuddy/data/train/videos/ceb81f9d_129_clip_001_0000_0006_N.mp4,"Biển báo bên phải đường trong video là biển báo cấm người đi bộ, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0675,ceb81f9d_129_clip_001_0000_0006_N,/workspace/RoadBuddy/data/train/videos/ceb81f9d_129_clip_001_0000_0006_N.mp4,Trong video biển báo bên phải đường là cấm loại phương tiện nào?,Cấm xe tải,Cấm xe container,Cấm ô tô kéo móoc,Cấm máy kéo,,,,,,
train_0680,a911d192_129_clip_007_0045_0052_N,/workspace/RoadBuddy/data/train/videos/a911d192_129_clip_007_0045_0052_N.mp4,Trong video có bao nhiêu nhóm biển báo khác nhau?,2,3,4,5,,,,,,
train_0681,a911d192_129_clip_007_0045_0052_N,/workspace/RoadBuddy/data/train/videos/a911d192_129_clip_007_0045_0052_N.mp4,Trong video có xuất hiện biển báo hiệu lệnh không?,Có,Không,,,,,,,,
train_0682,a911d192_129_clip_007_0045_0052_N,/workspace/RoadBuddy/data/train/videos/a911d192_129_clip_007_0045_0052_N.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển báo cấm, biển cảnh báo nguy hiểm","Biển báo cấm, biển cảnh báo nguy hiểm, biển chỉ dẫn","Biển báo cấm, biển cảnh báo nguy hiểm, biển chỉ dẫn, biển báo phụ","Biển báo cấm, biển báo phụ, biển cảnh báo nguy hiểm",,,,,,
train_0685,87fa841a_129_clip_002_0005_0013_N,/workspace/RoadBuddy/data/train/videos/87fa841a_129_clip_002_0005_0013_N.mp4,Biển báo nền xanh trong video thuộc nhóm biển báo nào?,Biển hiệu lệnh,Biển chỉ dẫn,Biển phụ,Biển cấm,,,,,,
train_0686,87fa841a_129_clip_002_0005_0013_N,/workspace/RoadBuddy/data/train/videos/87fa841a_129_clip_002_0005_0013_N.mp4,"Trong video, sau khi vượt qua xe tải, xe đang chạy có thể chuyển làn sang bên phải không?",Có,Không,,,,,,,,
train_0696,59970043_129_clip_002_0008_0017_N,/workspace/RoadBuddy/data/train/videos/59970043_129_clip_002_0008_0017_N.mp4,"Trong video, loại phương tiện quy định cấm rẽ trái?",Xe tải,Xe kéo rơ-moóc,Xe khách,Xe sơ-mi rơ-moóc,,,,,,
train_0697,59970043_129_clip_002_0008_0017_N,/workspace/RoadBuddy/data/train/videos/59970043_129_clip_002_0008_0017_N.mp4,"Trong video, tuyến đường có quy định loại phương tiện cấm rẽ trái trong khung giờ quy định, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0698,59970043_129_clip_002_0008_0017_N,/workspace/RoadBuddy/data/train/videos/59970043_129_clip_002_0008_0017_N.mp4,"Trong video, có các loại biển báo nào?",Biển chỉ dẫn,"Biển chỉ dẫn, biển cấm","Biển chỉ dẫn, biển cấm, biển báo phụ","Biển chỉ dẫn, biển cấm, biển báo phụ, biển hiệu lệnh",,,,,,
train_0731,663f1c97_129_clip_004_0025_0034_N,/workspace/RoadBuddy/data/train/videos/663f1c97_129_clip_004_0025_0034_N.mp4,"Trong video, xe con có thể di chuyển ở tất cả làn đường đúng không?",Đúng,Không,,,,,,,,
train_0732,663f1c97_129_clip_004_0025_0034_N,/workspace/RoadBuddy/data/train/videos/663f1c97_129_clip_004_0025_0034_N.mp4,"Trong video, những biển báo cấm và nguy hiểm nào xuất hiện? Chọn đáp án đúng và đầy đủ nhất.","Biển cảnh báo giới hạn chiều cao, biển tốc độ 60, biển cấm dừng đỗ, biển cấm xe tải, biển báo đường bị hẹp, biển báo đi chậm, biển cấm xe 2 và 3 bánh","Biển cảnh báo giới hạn chiều cao, biển tốc độ 60 và 80, biển cấm đỗ, biển cấm xe tải, biển báo đường bị hẹp, biển báo đi chậm, biển cấm xe 2 và 3 bánh","Biển cảnh báo giới hạn chiều cao, biển tốc độ 80, biển cấm dừng đỗ, biển cấm xe tải, biển cảnh báo đi chậm, biển báo đường trơn trượt, biển cấm xe 2 và 3 bánh","Biển cảnh báo giới hạn chiều cao, biển tốc độ 60 và 80, biển cấm dừng đỗ, biển cấm xe tải, biển báo đường bị hẹp, biển cảnh báo đi chậm, biển cấm xe 2 và 3 bánh",,,,,,
train_0733,663f1c97_129_clip_004_0025_0034_N,/workspace/RoadBuddy/data/train/videos/663f1c97_129_clip_004_0025_0034_N.mp4,"Trong video, biển cảnh báo giới hạn chiều cao báo hiệu mức giới hạn bao nhiêu mét?","3,5 m","4,6 m","4,5 m","5,0 m",,,,,,
train_0739,45ff2c83_129_clip_002_0010_0019_N,/workspace/RoadBuddy/data/train/videos/45ff2c83_129_clip_002_0010_0019_N.mp4,"Trong video này, theo biển báo chỉ dẫn treo trên cao, các phương tiện trong làn đường hiện tại phải tuân thủ hướng đi nào?","Chỉ được phép đi thẳng hoặc rẽ trái, không được rẽ phải.",Chỉ được phép đi thẳng.,Được phép rẽ trái.,Được phép đi thẳng hoặc rẽ phải.,,,,,,
train_0740,45ff2c83_129_clip_002_0010_0019_N,/workspace/RoadBuddy/data/train/videos/45ff2c83_129_clip_002_0010_0019_N.mp4,"Trong video, phương tiện được đi những hướng chính nào sau nút giao?",Đi thẳng,Rẽ trái,Rẽ phải,Tất cả đều đúng,,,,,,
train_0741,45ff2c83_129_clip_002_0010_0019_N,/workspace/RoadBuddy/data/train/videos/45ff2c83_129_clip_002_0010_0019_N.mp4,"Trong video, phương tiện có được rẽ phải tại nút giao không?",Có,Không,,,,,,,,
train_0765,f43ba052_305_clip_002_0005_0013_N,/workspace/RoadBuddy/data/train/videos/f43ba052_305_clip_002_0005_0013_N.mp4,Có xuất hiện biển báo cấm trong video không?,Có,Không,,,,,,,,
train_0781,f945f2fd_305_clip_001_0000_0010_N,/workspace/RoadBuddy/data/train/videos/f945f2fd_305_clip_001_0000_0010_N.mp4,"Trong video này, dựa vào biển báo có bao nhiêu làn xe được phép rẽ trái?",1,2,3,4,,,,,,
train_0782,f945f2fd_305_clip_001_0000_0010_N,/workspace/RoadBuddy/data/train/videos/f945f2fd_305_clip_001_0000_0010_N.mp4,"Trong video này, dựa vào biển báo có bao nhiêu làn xe được phép đi thẳng?",3,4,5,6,,,,,,
train_0787,49e2623d_305_clip_004_0026_0036_N,/workspace/RoadBuddy/data/train/videos/49e2623d_305_clip_004_0026_0036_N.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển cảnh báo, biển phụ","Biển cảnh báo, biển phụ, biển cấm","Biển cảnh báo, biển phụ, biển cấm, biển chỉ dẫn",Chỉ có biển cảnh báo,,,,,,
train_0788,49e2623d_305_clip_004_0026_0036_N,/workspace/RoadBuddy/data/train/videos/49e2623d_305_clip_004_0026_0036_N.mp4,"Trong video, tốc độ tối đa cho phép là bao nhiêu?",50Km/h,60Km/h,70Km/h,80Km/h,,,,,,
train_0789,c38c1dec_305_clip_005_0036_0044_N,/workspace/RoadBuddy/data/train/videos/c38c1dec_305_clip_005_0036_0044_N.mp4,"Trong video, xe con có được dừng xe ở đoạn đường đang đi không?",Có,Không,,,,,,,,
train_0790,c38c1dec_305_clip_005_0036_0044_N,/workspace/RoadBuddy/data/train/videos/c38c1dec_305_clip_005_0036_0044_N.mp4,"Trong video, tốc độ tối đa được phép quy định là bao nhiêu?",40km/h,60km/h,50km/h,80km/h,,,,,,
train_0810,af42e12f_554_clip_001_0000_0005_N,/workspace/RoadBuddy/data/train/videos/af42e12f_554_clip_001_0000_0005_N.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển cấm, biển chỉ dẫn","Biển cấm, biển chỉ dẫn, biển báo phụ","Biển cấm, biển chỉ dẫn, biển báo phụ, biển cảnh báo","Biển cấm, biển chỉ dẫn, biển cảnh báo",,,,,,
train_0811,af42e12f_554_clip_001_0000_0005_N,/workspace/RoadBuddy/data/train/videos/af42e12f_554_clip_001_0000_0005_N.mp4,Biển chỉ dẫn bao nhiêu hướng đi chính trong video?,2,3,4,Chỉ một hướng đi thẳng,,,,,,
train_0812,af42e12f_554_clip_001_0000_0005_N,/workspace/RoadBuddy/data/train/videos/af42e12f_554_clip_001_0000_0005_N.mp4,"Trong video, biển cấm rẽ trái cho phương tiện xe mô tô, đúng hay sai?",Đúng,Sai,,,,,,,,
train_0816,9be578c7_554_clip_003_0014_0022_N,/workspace/RoadBuddy/data/train/videos/9be578c7_554_clip_003_0014_0022_N.mp4,Những biển báo nào xuất hiện trong video?,"Biển tốc độ tối đa 60km/h, biển cấm dừng đỗ","Biển tốc độ tối đa 60km/h, biển cấm dừng đỗ, biển cấm đi ngược chiều","Biển cấm dừng đỗ, biển cấm đi ngược chiều",Chỉ có biển tốc độ tối đa 60km/h,,,,,,
train_0817,9be578c7_554_clip_003_0014_0022_N,/workspace/RoadBuddy/data/train/videos/9be578c7_554_clip_003_0014_0022_N.mp4,"Trong video, có bao nhiêu loại biển báo?",2,3,4,Chỉ 1,,,,,,
train_0818,9be578c7_554_clip_003_0014_0022_N,/workspace/RoadBuddy/data/train/videos/9be578c7_554_clip_003_0014_0022_N.mp4,"Trong video, có biển báo cấm đỗ không?",Có,Không,,,,,,,,
